IconKeyValue,Keywords
ic_fluent_scales_32_regular,justice:0.6304 balance:0.4018 weight:0.3260 scale:0.2646 scales:0.1787 weigh:0.1363
ic_fluent_arrow_sort_24_filled,way:0.6007 down:0.4451 zigzag:0.2469 guide:0.2225 arrow:0.1885 move:0.1442 filter:0.1240 sort:0.1155 archery:0.1049
ic_fluent_document_catch_up_20_regular,more:0.1122
ic_fluent_folder_20_regular,browser:0.3269 window:0.3222
ic_fluent_text_align_distributed_20_filled,
ic_fluent_full_screen_maximize_24_regular,focus:0.3883 crop:0.2520 aim:0.2067 maximize:0.1504 crosshair:0.1377 resize:0.1299 viewfinder:0.1217 full:0.1096
ic_fluent_heart_pulse_24_filled,passion:0.1375 girlfriend:0.1053
ic_fluent_document_pdf_20_filled,printer:0.1336
ic_fluent_toolbox_20_filled,briefcase:0.7586 suitcase:0.4970
ic_fluent_dismiss_16_regular,weapon:0.4230 compass:0.2991 sword:0.1702 swords:0.1090
ic_fluent_ribbon_24_regular,ribbon:0.5611 medal:0.4454 badge:0.1940 honor:0.1287
ic_fluent_document_error_24_regular,file:0.1438
ic_fluent_calendar_empty_28_regular,browser:0.1729 window:0.1235
ic_fluent_leaf_three_16_filled,
ic_fluent_drink_wine_24_filled,wine:0.2177 glass-of-wine:0.2086 wine-glass:0.1310
ic_fluent_conference_room_20_regular,
ic_fluent_table_freeze_column_24_filled,film:0.3519 telephone:0.2179 chip:0.1443
ic_fluent_flashlight_24_regular,construction:0.1240
ic_fluent_color_line_24_filled,
ic_fluent_text_number_list_rtl_20_filled,
ic_fluent_money_24_regular,robot:0.1070 money:0.1039
ic_fluent_spacebar_24_filled,smoke:0.4075 smoking:0.3745 cigarette:0.3306 tobacco:0.1165
ic_fluent_quiz_new_24_filled,accounting:0.1161 property:0.1137 budget:0.1022
ic_fluent_table_16_regular,film:0.9403 video:0.5146 multimedia:0.4034 cinema:0.1525 reel:0.1106 movie:0.1004
ic_fluent_call_park_48_filled,talking:0.4500 talk:0.3889 call:0.2220 communicate:0.2180 telephone:0.2120 conversation:0.1792 phone:0.1386 communication:0.1282 chatting:0.1075 landline:0.1012
ic_fluent_building_bank_16_filled,architecture:0.1476 cafe:0.1090
ic_fluent_dual_screen_pagination_24_filled,book:0.3008 novel:0.2789
ic_fluent_border_bottom_24_regular,arrow:0.1324
ic_fluent_building_bank_20_regular,bakery:0.1125
ic_fluent_thumb_like_24_filled,like:0.8643 thumbs-up:0.5399 liked:0.3651 favourite:0.2366 social-like:0.2054 thumb:0.1781 good:0.1743 favorite:0.1224
ic_fluent_comment_add_24_filled,
ic_fluent_dual_screen_vibrate_24_regular,battery:0.3904 processor:0.1472 chip:0.1260 microchip:0.1256
ic_fluent_target_32_regular,disk:0.2017 target:0.1878 cd:0.1776
ic_fluent_shape_exclude_24_regular,
ic_fluent_desktop_mac_32_filled,monitor:0.7721 computer:0.7032 desktop:0.2268 lcd:0.1374
ic_fluent_people_audience_20_filled,wallet:0.1285
ic_fluent_chevron_circle_right_24_filled,asia:0.2071 continent:0.1089
ic_fluent_font_increase_20_regular,
ic_fluent_inprivate_account_28_regular,charity:0.3944 donation:0.2089 money:0.1681 income:0.1287 dollar:0.1211 coins:0.1142
ic_fluent_presence_offline_12_regular,
ic_fluent_history_24_filled,
ic_fluent_inprivate_account_16_filled,
ic_fluent_alert_urgent_20_filled,toilet-paper:0.1009
ic_fluent_document_24_filled,file:0.4066 memory:0.2900 paper:0.1395
ic_fluent_channel_dismiss_20_regular,
ic_fluent_select_object_20_regular,frame:0.2733
ic_fluent_status_20_regular,plant:0.4544 leaf:0.3751 nature:0.3222 leaves:0.1888 green:0.1168 garden:0.1013
ic_fluent_drink_margarita_20_filled,cocktail:0.3620
ic_fluent_video_person_20_filled,protection:0.4554 vault:0.3440 lock:0.3369 safe:0.2365 locker:0.1656 private:0.1049
ic_fluent_laptop_16_regular,
ic_fluent_task_list_add_20_regular,
ic_fluent_arrow_maximize_24_regular,down:0.2520 resize:0.2422 stairs:0.1425 arrow:0.1191
ic_fluent_plug_disconnected_24_regular,birthday:0.1803 grapes:0.1309 celebration:0.1213
ic_fluent_folder_swap_16_filled,
ic_fluent_battery_6_20_filled,battery:0.7173
ic_fluent_weather_rain_snow_24_regular,rain:0.6280 cloud:0.3602 cloudy:0.2332 snow:0.1901 rainy:0.1717 winter:0.1692 cold:0.1626 climate:0.1378 storm:0.1317 meteorology:0.1223
ic_fluent_checkmark_circle_20_filled,
ic_fluent_tv_20_regular,monitor:0.7221 computer:0.4812 desktop:0.3121 display:0.1999 tv:0.1815 screen:0.1536 computer-screen:0.1189 imac:0.1146 computer-monitor:0.1107
ic_fluent_midi_24_filled,website:0.1714 month:0.1584 e-commerce:0.1408 shop:0.1242 piano:0.1156 calendar:0.1092 wireframe:0.1082
ic_fluent_picture_in_picture_24_filled,video:0.1916
ic_fluent_guest_28_filled,clipboard:0.8044
ic_fluent_clock_48_regular,time:0.2251 watches:0.2058 clock-face:0.1075
ic_fluent_text_bullet_list_square_warning_20_filled,
ic_fluent_text_quote_24_filled,quote:0.8049 quotes:0.6369 quotation:0.2609 quotation-marks:0.2018
ic_fluent_city_20_regular,
ic_fluent_star_20_filled,star:0.2666 france:0.1720
ic_fluent_table_cell_edit_24_regular,scale:0.1153
ic_fluent_document_catch_up_16_filled,passport:0.1268 bill:0.1266
ic_fluent_arrow_reply_16_filled,drop:0.1342 banner:0.1340 oscillation:0.1263 nature:0.1121
ic_fluent_image_alt_text_24_filled,
ic_fluent_comment_arrow_left_48_filled,
ic_fluent_briefcase_28_filled,briefcase:0.2746 suitcase:0.1724
ic_fluent_food_toast_24_regular,architecture:0.1151
ic_fluent_table_simple_24_filled,calculator:0.2141
ic_fluent_alert_24_regular,bell:0.1161
ic_fluent_briefcase_28_regular,briefcase:0.6439 suitcase:0.3520
ic_fluent_communication_24_filled,network:0.1194
ic_fluent_subtract_20_regular,minus:0.2764
ic_fluent_video_prohibited_20_regular,cup:0.1614
ic_fluent_alert_off_24_filled,ribbon:0.1107
ic_fluent_task_list_add_24_filled,calculator:0.1843 business-report:0.1415
ic_fluent_hat_graduation_24_filled,bold:0.2805 gold:0.2549 education:0.2222 sold:0.2070 nope:0.1839 graduation:0.1191
ic_fluent_compose_24_filled,edit:0.1959
ic_fluent_weather_sunny_low_48_regular,sunset:0.5522 sunrise:0.3722 evening:0.1193
ic_fluent_inking_tool_accent_16_filled,construction:0.4876 down:0.2636 crane:0.1668
ic_fluent_presenter_off_24_filled,bold:0.1681 gold:0.1588 nope:0.1235 sold:0.1121
ic_fluent_link_square_24_filled,
ic_fluent_edit_off_16_filled,nature:0.5150 summer:0.2746 landscape:0.2698 beach:0.2652 mountain:0.1763 adventure:0.1546 hill:0.1530 camping:0.1487 mountains:0.1423 outdoors:0.1376
ic_fluent_rocket_24_filled,
ic_fluent_table_delete_column_24_filled,
ic_fluent_puzzle_cube_20_regular,grid:0.1963
ic_fluent_speaker_settings_24_filled,architecture:0.1678
ic_fluent_cart_20_regular,shopping-cart:0.1643
ic_fluent_battery_4_24_filled,battery:0.7369 wallet:0.1520
ic_fluent_map_drive_20_filled,cinema:0.1976 film:0.1882 tv:0.1355
ic_fluent_phone_span_out_28_filled,
ic_fluent_tab_in_private_28_regular,gold:0.1385 sold:0.1108
ic_fluent_sim_20_filled,lock:0.1200
ic_fluent_tab_desktop_clock_20_regular,
ic_fluent_component_2_double_tap_swipe_down_24_filled,gold:0.3676 bold:0.3253 nope:0.2820 sold:0.2772
ic_fluent_tv_arrow_right_20_filled,monitor:0.1405
ic_fluent_serial_port_20_filled,card:0.1065
ic_fluent_textbox_align_center_24_regular,
ic_fluent_battery_3_24_filled,battery:0.5354
ic_fluent_bot_20_filled,ship:0.4096 boat:0.1608
ic_fluent_people_prohibited_20_regular,sushi:0.1227 bakery:0.1079 eggs:0.1021
ic_fluent_shapes_20_regular,copy:0.2897 files:0.1831 documents:0.1266 duplicate:0.1021
ic_fluent_search_info_24_filled,graph:0.3254 analyze:0.2454 bar-chart:0.1756 magnifier:0.1083 magnifying-glass:0.1072
ic_fluent_closed_caption_24_regular,
ic_fluent_headphones_28_regular,headphone:0.3043 headset:0.2391 headphones:0.1122
ic_fluent_document_prohibited_24_filled,
ic_fluent_task_list_20_filled,calculator:0.1074
ic_fluent_drink_wine_16_regular,
ic_fluent_block_16_regular,
ic_fluent_text_position_through_20_filled,architecture:0.1420
ic_fluent_arrow_redo_48_filled,down:0.3353 arrow:0.2698
ic_fluent_person_accounts_24_regular,protection:0.1059
ic_fluent_document_edit_20_regular,extension:0.5080
ic_fluent_phone_desktop_24_filled,monitor:0.2342 computer-screen:0.2074 desktop:0.2000 computer:0.1703 cpu:0.1549 desktop-computer:0.1410
ic_fluent_book_coins_24_filled,
ic_fluent_phone_arrow_right_24_regular,
ic_fluent_text_bullet_list_tree_20_filled,
ic_fluent_archive_24_filled,archive:0.4707 box:0.4527
ic_fluent_color_background_accent_24_regular,arrow:0.3068
ic_fluent_tab_shield_dismiss_20_filled,protection:0.1015
ic_fluent_signed_20_regular,
ic_fluent_weather_sunny_high_20_filled,island:0.1387
ic_fluent_alert_urgent_24_filled,
ic_fluent_notepad_28_regular,contract:0.1726
ic_fluent_caret_right_20_filled,
ic_fluent_weather_hail_night_48_regular,
ic_fluent_border_all_24_filled,
ic_fluent_desktop_24_filled,monitor:0.8685 computer:0.6231 screen:0.2812 computer-monitor:0.2674 display:0.2041 desktop-monitor:0.1742 desktop:0.1546 tv:0.1134 imac:0.1044 lcd:0.1027
ic_fluent_building_bank_20_filled,cafe:0.1093
ic_fluent_chat_off_24_regular,
ic_fluent_reading_list_add_24_filled,
ic_fluent_channel_alert_16_filled,
ic_fluent_navigation_24_regular,menu:0.7225 more:0.2757 option:0.1255 side-menu:0.1082
ic_fluent_arrow_left_20_regular,
ic_fluent_building_retail_24_filled,garage:0.2767 house:0.1039
ic_fluent_share_screen_stop_16_filled,
ic_fluent_library_28_filled,books:0.3759 library:0.2835 folders:0.2137 files:0.1274 archive:0.1208 book:0.1098
ic_fluent_error_circle_16_regular,breakfast:0.1759
ic_fluent_question_circle_24_filled,money:0.1927 wealth:0.1270
ic_fluent_power_28_filled,power:0.4585
ic_fluent_set_top_stack_16_filled,
ic_fluent_app_recent_24_filled,towel:0.1230
ic_fluent_speaker_mute_24_regular,volume:0.3856 audio:0.1088 loud:0.1047
ic_fluent_data_funnel_24_filled,tornado:0.4954 funnel:0.1575 sign:0.1331 sign-post:0.1080 journey:0.1049 storm:0.1022
ic_fluent_arrow_enter_up_24_filled,turn:0.5572 way:0.1743 arrow:0.1496
ic_fluent_star_24_filled,star:0.4926 france:0.1016
ic_fluent_lock_closed_24_regular,lock:0.8601 padlock:0.4445 unlock:0.3186 protection:0.1505 locked:0.1498 private:0.1447 access:0.1230
ic_fluent_drag_24_filled,social-media:0.4024 influencer:0.2474 team:0.1463 teamwork:0.1424 structure:0.1289 people:0.1276 atom:0.1016 friends:0.1006
ic_fluent_weather_sunny_48_filled,sun:0.9727 sunny:0.7138 sunshine:0.5386 summer:0.5342 brightness:0.3897 bright:0.2920 hot:0.2174 sunlight:0.1858 sky:0.1321 solar:0.1185
ic_fluent_settings_16_filled,
ic_fluent_text_header_3_20_filled,
ic_fluent_zoom_in_24_filled,
ic_fluent_text_header_2_20_filled,eat:0.3498 sushi:0.2681 bathroom:0.2093 lunch:0.2046 dinner:0.2035 meal:0.1832 diner:0.1692 french:0.1687 toilet:0.1482 food:0.1347
ic_fluent_note_add_24_regular,box:0.1146
ic_fluent_dual_screen_desktop_24_filled,calculator:0.2403
ic_fluent_clipboard_search_24_regular,toilet-paper:0.1401
ic_fluent_document_one_page_20_regular,newspaper:0.1676 document:0.1103
ic_fluent_presence_offline_16_regular,
ic_fluent_line_horizontal_5_20_filled,
ic_fluent_folder_open_16_filled,
ic_fluent_notebook_add_24_regular,newspaper:0.2043 journal:0.1058
ic_fluent_arrow_curve_up_left_20_regular,turn:0.2051 arrow:0.1277
ic_fluent_comment_48_filled,message:0.3452 chat:0.2978 speak:0.1184 discussion:0.1013
ic_fluent_convert_to_table_24_filled,
ic_fluent_arrow_repeat_all_off_24_filled,
ic_fluent_image_edit_24_filled,
ic_fluent_phone_tablet_24_regular,graph:0.2887
ic_fluent_calendar_today_20_filled,web-page:0.3532 browser:0.3180
ic_fluent_dentist_12_filled,
ic_fluent_people_32_regular,
ic_fluent_stop_20_filled,border:0.1361
ic_fluent_caret_16_regular,steps:0.2662 path:0.2149 direct:0.2130 stroke:0.2089 up:0.2077 simple:0.1767 navigate:0.1691 signal:0.1629 scale:0.1564 corner:0.1531
ic_fluent_sport_hockey_24_regular,
ic_fluent_add_circle_16_filled,hand-drawn:0.1210
ic_fluent_crop_interim_24_filled,
ic_fluent_presence_away_10_filled,pie-chart:0.3892 graph:0.2408 info-graphic:0.2180 stats:0.2164 play:0.1477 analyze:0.1185
ic_fluent_attach_arrow_right_24_regular,
ic_fluent_data_pie_24_filled,pie-chart:0.9219 graph:0.4403 pie-graph:0.3901 pie:0.1913 diagram:0.1072
ic_fluent_animal_turtle_24_regular,
ic_fluent_conference_room_16_filled,bookmark:0.6258 book:0.3074 map:0.1585
ic_fluent_briefcase_32_regular,briefcase:0.3745 suitcase:0.3099
ic_fluent_notepad_20_filled,documents:0.1348 contract:0.1227
ic_fluent_search_visual_20_filled,focus:0.2937 crosshair:0.1089 aim:0.1010
ic_fluent_share_screen_start_24_filled,
ic_fluent_table_cells_split_20_regular,window:0.1882
ic_fluent_book_add_24_regular,
ic_fluent_notebook_section_24_filled,
ic_fluent_text_proofing_tools_24_filled,horse:0.2217 flags:0.1558 bird:0.1228
ic_fluent_options_16_filled,
ic_fluent_weather_moon_48_regular,
ic_fluent_launcher_settings_24_filled,settings:0.1292
ic_fluent_text_position_front_24_regular,audio:0.1974
ic_fluent_arrow_swap_24_filled,way:0.6283 arrow:0.6152 transfer:0.2834 turn:0.1784
ic_fluent_vehicle_cab_24_regular,car:0.6357 taxi:0.3148 cab:0.2237 ride:0.1577
ic_fluent_call_add_24_regular,swimming:0.1976 swim:0.1119
ic_fluent_folder_48_regular,desktop:0.4118 folders:0.1579
ic_fluent_battery_9_24_filled,battery:0.5989
ic_fluent_color_background_20_filled,camera:0.4507
ic_fluent_delete_48_filled,trash-can:0.8872 trash:0.8429 bin:0.4794 rubbish:0.2578 delete:0.2365 waste:0.2323 garbage:0.1733 can:0.1657 trash-bin:0.1201
ic_fluent_cloud_20_regular,cloud:0.7955 sky:0.5809 fog:0.2353 rain:0.1710 cloudy:0.1566 clouds:0.1335
ic_fluent_border_left_24_regular,
ic_fluent_arrow_down_24_regular,ocean:0.1861 sea:0.1678 boat:0.1446 down:0.1267
ic_fluent_building_shop_20_regular,store:0.4676 shop:0.3576
ic_fluent_question_48_regular,question:0.8986 faq:0.8298 ask:0.5596 questions:0.3674 help:0.3212 interrogation:0.1827 info:0.1760 questions-mark:0.1105 about:0.1100
ic_fluent_calligraphy_pen_20_filled,brush:0.1925
ic_fluent_arrow_curve_up_right_20_filled,candy-cane:0.2304
ic_fluent_text_grammar_wand_16_regular,arrow:0.3374 zigzag:0.1596 way:0.1069
ic_fluent_quiz_new_28_filled,
ic_fluent_document_margins_24_regular,
ic_fluent_call_28_filled,telephone:0.8668 call:0.7840 phone:0.5072 handset:0.3289 dial:0.3160 speak:0.2800 phone-call:0.2662 receiver:0.1799 calling:0.1439 touch:0.1112
ic_fluent_people_audience_24_regular,
ic_fluent_center_horizontal_24_regular,map:0.1974
ic_fluent_text_first_line_24_filled,list:0.1013
ic_fluent_video_switch_20_filled,man:0.1312
ic_fluent_important_16_regular,
ic_fluent_eye_tracking_on_24_filled,focus:0.3885 viewfinder:0.1404 camera:0.1291
ic_fluent_table_delete_row_24_regular,tic-tac-toe:0.1446
ic_fluent_math_formula_16_regular,machine:0.1216
ic_fluent_text_align_justify_20_filled,menu:0.5238 list:0.1179 text:0.1118
ic_fluent_pause_12_filled,speakers:0.4832 pause:0.3150 audio:0.1853 film:0.1734 piano:0.1649
ic_fluent_bot_24_regular,money:0.1894 coins:0.1016
ic_fluent_temperature_24_regular,
ic_fluent_hand_right_20_regular,palm:0.2110 hand:0.2074 stop:0.1352 glove:0.1231
ic_fluent_keyboard_tab_24_regular,playlist:0.3659 audio:0.2171 skip:0.1026 next:0.1026
ic_fluent_toolbox_16_regular,briefcase:0.5760 suitcase:0.2280
ic_fluent_font_space_tracking_in_20_regular,
ic_fluent_luggage_24_regular,sold:0.5191 nope:0.4933 gold:0.3831 bold:0.2900 suitcase:0.2054 oven:0.1557
ic_fluent_closed_caption_20_filled,graph:0.2274
ic_fluent_caret_right_12_regular,
ic_fluent_channel_add_16_regular,
ic_fluent_leaf_three_16_regular,
ic_fluent_ruler_20_regular,sold:0.1948 nope:0.1698 gold:0.1418 bold:0.1341 tv:0.1171
ic_fluent_earth_16_filled,3d:0.1110
ic_fluent_point_scan_24_regular,
ic_fluent_animal_rabbit_28_filled,
ic_fluent_bookmark_20_regular,bookmark:0.6271
ic_fluent_pause_24_regular,pause:0.9929 audio:0.6007 stop:0.5962 pause-button:0.4067 song:0.1383
ic_fluent_cellular_data_1_20_filled,signal:0.3153 volume:0.1027
ic_fluent_eye_tracking_on_20_regular,focus:0.1363
ic_fluent_page_fit_16_filled,
ic_fluent_album_24_filled,film:0.1604
ic_fluent_weather_partly_cloudy_day_48_regular,cloudy:0.5380 weather:0.2682 clouds:0.2031 sunny:0.1856 rain:0.1659 partially-cloudy:0.1146
ic_fluent_desktop_20_regular,monitor:0.4343 computer:0.4057 desktop:0.2949 sign-post:0.2491 display:0.1755
ic_fluent_text_bullet_list_square_warning_16_filled,calculator:0.2101
ic_fluent_home_48_filled,pie:0.2452 tremor:0.1301 another:0.1055
ic_fluent_dismiss_circle_24_filled,
ic_fluent_inking_tool_32_regular,volume:0.1027
ic_fluent_person_delete_20_filled,
ic_fluent_decimal_arrow_left_24_regular,graph:0.1503
ic_fluent_vote_20_filled,purse:0.4954 briefcase:0.4510 wallet:0.3070 suitcase:0.2906
ic_fluent_glance_24_regular,menu:0.4472 server:0.2558 database:0.2140
ic_fluent_image_multiple_24_regular,
ic_fluent_arrow_hook_up_right_24_regular,arrow:0.9491 way:0.4646 archery:0.3919 turn:0.3277 next:0.2324 redo:0.2242 swirl:0.1477
ic_fluent_task_list_add_20_filled,
ic_fluent_rotate_right_20_regular,arrow:0.1197
ic_fluent_tent_12_filled,furniture:0.1666
ic_fluent_gift_20_regular,present:0.5062 gift:0.4667 box:0.2236 birthday:0.1959 gift-box:0.1159 ribbon:0.1006
ic_fluent_document_add_24_filled,diagram:0.1064 graph:0.1026
ic_fluent_content_settings_20_regular,
ic_fluent_document_page_bottom_left_20_regular,graph:0.2260 ipad:0.1224
ic_fluent_stop_24_regular,square:0.5449 symmetrical:0.2416 stop:0.2364 rectangle:0.1354 border:0.1072 frame:0.1041
ic_fluent_thumb_dislike_20_filled,dislike:0.5049 thumbs-down:0.4964
ic_fluent_wifi_3_20_filled,
ic_fluent_more_circle_20_filled,
ic_fluent_leaf_one_24_filled,plant:0.1445 leaf:0.1170
ic_fluent_person_delete_24_filled,
ic_fluent_book_open_globe_24_filled,
ic_fluent_calendar_overdue_24_regular,book:0.1078
ic_fluent_paint_brush_24_filled,paint-brush:0.7877 brush:0.5723 nope:0.4517 bold:0.4269 sold:0.3908 gold:0.3735 color:0.2949 cleaning:0.2073
ic_fluent_text_edit_style_20_regular,leaf:0.1902 plant:0.1430 autumn:0.1151 vegetable:0.1111 hand-drawn:0.1042
ic_fluent_link_edit_24_filled,
ic_fluent_open_28_filled,crop:0.1721 maximize:0.1657 loop:0.1005
ic_fluent_mail_clock_20_filled,
ic_fluent_accessibility_32_filled,gold:0.1889 sold:0.1344
ic_fluent_laptop_28_filled,macbook:0.3611
ic_fluent_animal_rabbit_16_regular,video-camera:0.1555 battery:0.1437
ic_fluent_mic_on_20_regular,microphone:0.9041 mic:0.4640 speak:0.1963
ic_fluent_pause_20_filled,pause:0.9937 stop:0.6183 film:0.3487 pause-button:0.2525 audio:0.1521
ic_fluent_target_24_regular,galaxy:0.2985 solar-system:0.2593 universe:0.2065 space:0.1728 hubcaps:0.1554 car-tire:0.1374 orbit:0.1231 rims:0.1214 wheel:0.1187
ic_fluent_building_government_32_regular,building:0.2289 architecture:0.1639 mosque:0.1216 city:0.1171
ic_fluent_document_landscape_data_24_filled,
ic_fluent_text_position_line_20_filled,
ic_fluent_document_catch_up_24_regular,file:0.3219 document:0.1744 paper:0.1327
ic_fluent_person_mail_48_filled,
ic_fluent_dual_screen_vertical_scroll_24_filled,book:0.1738
ic_fluent_premium_24_regular,diamond:0.1459
ic_fluent_battery_8_24_regular,battery:0.9007 full:0.1363
ic_fluent_gif_20_filled,
ic_fluent_maximize_48_filled,stop:0.5505 square:0.2726 multimedia:0.1485 pause:0.1413 checkbox:0.1125
ic_fluent_attach_16_regular,staircase:0.1361
ic_fluent_battery_3_24_regular,battery:0.9917 charging:0.3057 half:0.1747 full:0.1562 battery-level:0.1198 low:0.1022
ic_fluent_position_to_back_20_regular,cpu:0.1340
ic_fluent_alert_28_regular,bell:0.2402 notification:0.1015
ic_fluent_sync_off_16_filled,
ic_fluent_arrow_bounce_16_filled,pipe:0.4728
ic_fluent_megaphone_20_regular,megaphone:0.9309 announcement:0.3267 loudspeaker:0.2052 bullhorn:0.2019 loud:0.1140
ic_fluent_keyboard_tab_24_filled,next:0.2398 playlist:0.1725 after:0.1538 right-direction:0.1455
ic_fluent_vehicle_bus_20_regular,bus:0.2746 furniture:0.2122
ic_fluent_share_android_24_filled,share:0.8281 social-media:0.1703 gold:0.1088
ic_fluent_document_error_16_filled,wallet:0.1742 hiking:0.1089
ic_fluent_slide_search_24_filled,
ic_fluent_weather_rain_showers_night_20_regular,rain:0.5436 climate:0.2293 nature:0.2167 night:0.1575 autumn:0.1431 cloudy:0.1222
ic_fluent_briefcase_medical_32_filled,first-aid-kit:0.1369 briefcase:0.1106 suitcase:0.1035
ic_fluent_cursor_hover_off_28_filled,
ic_fluent_cast_20_filled,
ic_fluent_edit_off_24_filled,
ic_fluent_leaf_one_16_regular,
ic_fluent_text_header_2_20_regular,toilet:0.2249
ic_fluent_image_alt_text_20_regular,
ic_fluent_star_emphasis_20_regular,promotion:0.1472 star:0.1380
ic_fluent_f_stop_28_filled,arrow:0.3073
ic_fluent_tap_double_24_filled,identity:0.1282 scan:0.1210 fingerprint:0.1084
ic_fluent_print_48_filled,printer:0.9977 print:0.9377 printing:0.5133 equipment:0.1305 fax:0.1172
ic_fluent_table_stack_above_24_filled,
ic_fluent_shape_exclude_20_regular,calendar:0.1025
ic_fluent_folder_open_16_regular,
ic_fluent_text_description_20_filled,align:0.1080 paragraph:0.1049
ic_fluent_calendar_agenda_20_filled,menu:0.4253 list:0.1554 server:0.1389
ic_fluent_target_32_filled,archery:0.2335 target:0.2061 swirl:0.1166
ic_fluent_call_outbound_16_regular,
ic_fluent_fps_30_16_regular,
ic_fluent_text_strikethrough_24_filled,
ic_fluent_phone_shake_24_regular,
ic_fluent_dismiss_24_filled,
ic_fluent_calendar_empty_24_filled,
ic_fluent_alert_off_20_regular,film:0.1626
ic_fluent_history_24_regular,
ic_fluent_question_28_regular,faq:0.3010 question:0.1946
ic_fluent_dentist_24_regular,tooth:0.3794 teeth:0.2669 dental:0.1565 hygiene:0.1162
ic_fluent_call_forward_16_regular,gloves:0.3361 diving:0.1333
ic_fluent_channel_alert_48_regular,
ic_fluent_cookies_24_regular,halloween:0.1268
ic_fluent_bookmark_16_regular,bookmark:0.3957
ic_fluent_open_24_filled,crop:0.3508 loop:0.1406 maximize:0.1362 full-screen:0.1037
ic_fluent_add_square_24_regular,more:0.2587 cross:0.1303 addition:0.1225 add:0.1135
ic_fluent_time_picker_24_regular,
ic_fluent_view_desktop_20_regular,computer:0.4935 monitor:0.4909 tv:0.2211 television:0.1995 screen:0.1736 desktop:0.1415 film:0.1233
ic_fluent_preview_link_24_filled,seo:0.1020
ic_fluent_edit_off_24_regular,kayak:0.2228 boat:0.1597
ic_fluent_document_page_top_left_20_filled,book:0.2322
ic_fluent_gavel_24_filled,hammer:0.4542 construction:0.2642 industry:0.1327
ic_fluent_document_error_24_filled,
ic_fluent_speaker_0_16_regular,volume:0.8368 audio:0.2832 loud:0.2502 speaker:0.1542 louder:0.1456 sound:0.1323
ic_fluent_arrow_counterclockwise_24_regular,
ic_fluent_cursor_20_regular,football:0.1227
ic_fluent_emoji_20_filled,
ic_fluent_ribbon_star_24_regular,
ic_fluent_mail_off_24_filled,
ic_fluent_document_header_footer_24_filled,
ic_fluent_maximize_48_regular,square:0.6627 stop:0.6073 cube:0.4527 box:0.3542 symmetrical:0.1921 dice:0.1380
ic_fluent_table_simple_20_filled,calculator:0.8125 math:0.4426 calculate:0.3715 grid:0.2886 calculation:0.2549 mathematics:0.2525 maths:0.1562 count:0.1548 cube:0.1431 accounting:0.1425
ic_fluent_screenshot_20_filled,construction:0.1024
ic_fluent_arrow_download_48_regular,download:0.8351 down:0.2412
ic_fluent_people_error_16_filled,
ic_fluent_hand_right_off_20_regular,
ic_fluent_spinner_ios_20_regular,loading:0.5800 headset:0.4719 waiting:0.1272 reload:0.1220
ic_fluent_preview_link_16_filled,
ic_fluent_gif_20_regular,
ic_fluent_arrow_circle_up_20_filled,money:0.2249 vinyl:0.1605 disc:0.1522 cd:0.1202
ic_fluent_star_one_quarter_12_filled,cinema:0.1416 concert:0.1242
ic_fluent_note_add_16_regular,
ic_fluent_table_48_filled,server:0.3534 database:0.1979
ic_fluent_news_28_filled,newspaper:0.1598
ic_fluent_patient_24_filled,passport:0.1837 newspaper:0.1048
ic_fluent_checkmark_16_regular,arrow:0.2433
ic_fluent_arrow_minimize_16_regular,arrow:0.4741 collapse:0.1040
ic_fluent_table_cells_split_24_filled,
ic_fluent_error_circle_20_filled,
ic_fluent_book_question_mark_24_filled,graph:0.1274
ic_fluent_read_aloud_20_regular,
ic_fluent_call_missed_28_regular,man:0.5022 moustache:0.3293 server:0.2188 male:0.2026 hat:0.1959 person:0.1948 mustache:0.1923 guy:0.1824 face:0.1817 beard:0.1204
ic_fluent_caret_left_12_regular,
ic_fluent_color_fill_20_regular,ship:0.1778 purse:0.1226
ic_fluent_shield_dismiss_20_filled,
ic_fluent_person_support_16_filled,
ic_fluent_comment_multiple_20_filled,chat:0.2190 wallet:0.2166
ic_fluent_table_insert_row_24_filled,
ic_fluent_blur_24_filled,pie-chart:0.1859 quarter:0.1388
ic_fluent_text_number_list_rtl_20_regular,lock:0.3155
ic_fluent_save_20_filled,floppy-disk:0.9805 floppy:0.7582 save:0.6712 diskette:0.5958 disk:0.5912 save-as:0.2202 save-file:0.1692 saved:0.1596
ic_fluent_cast_24_regular,ipad:0.1762 tablet:0.1092
ic_fluent_conference_room_48_filled,notebook:0.1087
ic_fluent_slide_text_16_regular,blog:0.1137
ic_fluent_arrow_down_28_regular,arrow:0.3234 down:0.2081
ic_fluent_video_off_24_filled,
ic_fluent_arrow_up_left_16_regular,arrow:0.5583 3:0.4606 4:0.3356 2:0.2794 0:0.2381
ic_fluent_send_copy_24_regular,bag:0.5668 handbag:0.1868 hiking:0.1725 bags:0.1400 traveler:0.1395 purse:0.1295 accessories:0.1074 rucksack:0.1027
ic_fluent_text_column_one_narrow_20_filled,
ic_fluent_eye_tracking_off_20_filled,
ic_fluent_local_language_28_filled,
ic_fluent_briefcase_20_regular,briefcase:0.7464 suitcase:0.3919
ic_fluent_sign_out_20_filled,
ic_fluent_dismiss_12_filled,branch:0.1605 flight:0.1283
ic_fluent_textbox_vertical_24_regular,pause:0.2095 piano:0.1977
